onet_soc_code,ai_exposure,ai_sim_raw,automation_sim_raw,n_rows_used,soc_2018,title,text_len
19-3039.02,0.18869395554065704,0.3147723078727722,0.2074553519487381,23,19-3039,Neuropsychologists,
19-3039.03,0.18869394063949585,0.31477227807044983,0.2074553519487381,22,19-3039,Clinical Neuropsychologists,
25-1081.00,0.18844346702098846,0.3563423752784729,0.2257167100906372,25,25-1081,"Education Teachers, Postsecondary",
13-1011.00,0.18821093440055847,0.3056643605232239,0.21298567950725555,25,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",
25-1043.00,0.18786580860614777,0.3589419722557068,0.24980291724205017,37,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",
43-9061.00,0.18779081106185913,0.337008535861969,0.2721467912197113,61,43-9061,"Office Clerks, General",
17-2199.10,0.18778494000434875,0.3479812741279602,0.3999422490596771,65,17-2199,Wind Energy Engineers,
43-4141.00,0.18744996190071106,0.34532737731933594,0.23957662284374237,19,43-4141,New Accounts Clerks,
13-1121.00,0.1873294860124588,0.33775508403778076,0.2736184000968933,47,13-1121,"Meeting, Convention, and Event Planners",
51-8099.01,0.18717356026172638,0.3624502122402191,0.381087988615036,12,51-8099,Biofuels Processing Technicians,
27-3023.00,0.18703410029411316,0.32082074880599976,0.212527796626091,41,27-3023,"News Analysts, Reporters, and Journalists",
21-1022.00,0.18679240345954895,0.30585193634033203,0.20808115601539612,30,21-1022,Healthcare Social Workers,
25-1125.00,0.18655088543891907,0.35240989923477173,0.2257167398929596,23,25-1125,"History Teachers, Postsecondary",
15-1255.01,0.18646028637886047,0.32178112864494324,0.24867109954357147,57,15-1255,Video Game Designers,
21-1014.00,0.18634146451950073,0.3509792387485504,0.20734147727489471,23,21-1014,Mental Health Counselors,
25-1121.00,0.1862742304801941,0.35244280099868774,0.2298494279384613,54,25-1121,"Art, Drama, and Music Teachers, Postsecondary",
25-1021.00,0.18616744875907898,0.3548220694065094,0.23142489790916443,44,25-1021,"Computer Science Teachers, Postsecondary",
11-1011.03,0.18576519191265106,0.3594287931919098,0.21608980000019073,21,11-1011,Chief Sustainability Officers,
17-3024.00,0.18569059669971466,0.3901122212409973,0.4839479327201843,43,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,
19-2041.01,0.18562714755535126,0.3105347156524658,0.20884022116661072,25,19-2041,Climate Change Policy Analysts,
25-1123.00,0.18553027510643005,0.3532862961292267,0.23731835186481476,31,25-1123,"English Language and Literature Teachers, Postsecondary",
19-4043.00,0.185435950756073,0.33514565229415894,0.27267175912857056,36,19-4043,"Geological Technicians, Except Hydrologic Technicians",
25-1071.00,0.1854211837053299,0.3563423752784729,0.24413757026195526,35,25-1071,"Health Specialties Teachers, Postsecondary",
29-2099.08,0.18490347266197205,0.3070407509803772,0.24884149432182312,40,29-2099,Patient Representatives,
11-9013.00,0.18486334383487701,0.3611017167568207,0.3530727028846741,77,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",
27-3092.00,0.18465104699134827,0.3046712875366211,0.20638294517993927,27,27-3092,Court Reporters and Simultaneous Captioners,
29-2043.00,0.18422706425189972,0.30398648977279663,0.18040412664413452,24,29-2043,Paramedics,
29-2042.00,0.18422706425189972,0.30398648977279663,0.17113745212554932,20,29-2042,Emergency Medical Technicians,
27-1014.00,0.1841508150100708,0.29580187797546387,0.27936074137687683,129,27-1014,Special Effects Artists and Animators,
25-1041.00,0.18399719893932343,0.35240986943244934,0.2298494279384613,24,25-1041,"Agricultural Sciences Teachers, Postsecondary",
53-6041.00,0.18394258618354797,0.3324173390865326,0.35289958119392395,29,53-6041,Traffic Technicians,
17-2199.08,0.18365761637687683,0.35043561458587646,0.5320321321487427,68,17-2199,Robotics Engineers,
39-7012.00,0.18351230025291443,0.3266119360923767,0.19579114019870758,16,39-7012,Travel Guides,
25-1112.00,0.18329882621765137,0.36256012320518494,0.22844639420509338,32,25-1112,"Law Teachers, Postsecondary",
29-1051.00,0.18329252302646637,0.3001702129840851,0.23495416343212128,23,29-1051,Pharmacists,
25-1124.00,0.18324504792690277,0.3532862961292267,0.2257167100906372,29,25-1124,"Foreign Language and Literature Teachers, Postsecondary",
25-1072.00,0.18324504792690277,0.3532862961292267,0.2257167100906372,24,25-1072,"Nursing Instructors and Teachers, Postsecondary",
25-1194.00,0.18324504792690277,0.35481566190719604,0.2257167100906372,27,25-1194,"Career/Technical Education Teachers, Postsecondary",
25-1113.00,0.18324504792690277,0.35240983963012695,0.22571668028831482,20,25-1113,"Social Work Teachers, Postsecondary",
17-1011.00,0.18273699283599854,0.33006909489631653,0.32975512742996216,71,17-1011,"Architects, Except Landscape and Naval",
29-1222.00,0.18268398940563202,0.33087068796157837,0.29337459802627563,102,29-1222,"Physicians, Pathologists",
29-2031.00,0.18255572021007538,0.30810731649398804,0.22775471210479736,19,29-2031,Cardiovascular Technologists and Technicians,
27-1011.00,0.1825188845396042,0.29999783635139465,0.2145460844039917,52,27-1011,Art Directors,
25-9044.00,0.18193736672401428,0.3563423752784729,0.2271037995815277,22,25-9044,"Teaching Assistants, Postsecondary",
19-5012.00,0.18136432766914368,0.3281964361667633,0.33068808913230896,22,19-5012,Occupational Health and Safety Technicians,
45-4021.00,0.1808234602212906,0.3421403467655182,0.24347910284996033,13,45-4021,Fallers,
19-3034.00,0.1807624101638794,0.32770439982414246,0.22404134273529053,30,19-3034,School Psychologists,
11-9161.00,0.18063682317733765,0.3288484215736389,0.22929446399211884,24,11-9161,Emergency Management Directors,
29-2056.00,0.18017764389514923,0.2956920564174652,0.19109036028385162,13,29-2056,Veterinary Technologists and Technicians,
43-5071.00,0.18007095158100128,0.3569158613681793,0.3714396059513092,52,43-5071,"Shipping, Receiving, and Inventory Clerks",
15-1241.01,0.18006712198257446,0.3189532160758972,0.3636436462402344,54,15-1241,Telecommunications Engineering Specialists,
51-9061.00,0.1795685589313507,0.3444666266441345,0.5494529008865356,42,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",
33-3011.00,0.17951874434947968,0.3162859082221985,0.18393339216709137,18,33-3011,Bailiffs,
13-1041.03,0.17939916253089905,0.34060588479042053,0.21580596268177032,28,13-1041,Equal Opportunity Representatives and Officers,
27-1024.00,0.1787813901901245,0.29113659262657166,0.28419598937034607,78,27-1024,Graphic Designers,
17-1022.01,0.17873653769493103,0.32324954867362976,0.2545265555381775,38,17-1022,Geodetic Surveyors,
25-1053.00,0.17870812118053436,0.35240986943244934,0.2392321527004242,25,25-1053,"Environmental Science Teachers, Postsecondary",
11-3051.00,0.17858080565929413,0.3615646958351135,0.5280580520629883,59,11-3051,Industrial Production Managers,
17-3022.00,0.17855197191238403,0.3192644715309143,0.2706529498100281,27,17-3022,Civil Engineering Technologists and Technicians,
27-1026.00,0.17840175330638885,0.30822786688804626,0.27095767855644226,28,27-1026,Merchandise Displayers and Window Trimmers,
35-1012.00,0.178118035197258,0.33678969740867615,0.2822166383266449,35,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,
45-1011.00,0.17803069949150085,0.3569236695766449,0.31291908025741577,24,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",
47-2181.00,0.17758889496326447,0.311644971370697,0.28185638785362244,23,47-2181,Roofers,
43-4011.00,0.17754170298576355,0.32181525230407715,0.2445807009935379,31,43-4011,Brokerage Clerks,
11-9199.11,0.1774190366268158,0.3603334128856659,0.24754829704761505,31,11-9199,Brownfield Redevelopment Specialists and Site Managers,
29-9091.00,0.17722783982753754,0.3112031817436218,0.1867298185825348,17,29-9091,Athletic Trainers,
49-2091.00,0.17722444236278534,0.36004748940467834,0.2780669629573822,23,49-2091,Avionics Technicians,
25-1032.00,0.17722296714782715,0.35240986943244934,0.31655147671699524,33,25-1032,"Engineering Teachers, Postsecondary",
43-9021.00,0.17710278928279877,0.3564887046813965,0.21981783211231232,26,43-9021,Data Entry Keyers,
25-2022.00,0.17702384293079376,0.3383505940437317,0.18753188848495483,35,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",
27-1013.00,0.1769886314868927,0.30864375829696655,0.2515552043914795,53,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",
11-9051.00,0.17695745825767517,0.3237590789794922,0.28033050894737244,39,11-9051,Food Service Managers,
21-1023.00,0.1768728792667389,0.2937241494655609,0.18384385108947754,26,21-1023,Mental Health and Substance Abuse Social Workers,
49-1011.00,0.17676332592964172,0.36391258239746094,0.4318007528781891,40,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",
25-3011.00,0.17674444615840912,0.3593505024909973,0.2234393060207367,22,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",
13-2022.00,0.17674210667610168,0.3072578012943268,0.19140274822711945,20,13-2022,Appraisers of Personal and Business Property,
19-4012.00,0.1767089068889618,0.32552453875541687,0.18806704878807068,15,19-4012,Agricultural Technicians,
25-1193.00,0.17658457159996033,0.35240986943244934,0.2257167100906372,24,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",
19-4013.00,0.17652824521064758,0.33316758275032043,0.22624659538269043,24,19-4013,Food Science Technicians,
51-8021.00,0.17644523084163666,0.32552453875541687,0.2517685294151306,18,51-8021,Stationary Engineers and Boiler Operators,
17-2151.00,0.1763119101524353,0.37959712743759155,0.3140941560268402,47,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",
25-1192.00,0.17609131336212158,0.35240986943244934,0.2257167100906372,21,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",
13-2061.00,0.17604875564575195,0.32454609870910645,0.2542361319065094,30,13-2061,Financial Examiners,
49-9063.00,0.17589552700519562,0.2873985767364502,0.1781301200389862,10,49-9063,Musical Instrument Repairers and Tuners,
19-4012.01,0.17579567432403564,0.31327101588249207,0.2072034776210785,23,19-4012,Precision Agriculture Technicians,
33-9093.00,0.17574775218963623,0.302817702293396,0.1515313684940338,12,33-9093,Transportation Security Screeners,
43-4121.00,0.17558102309703827,0.27725929021835327,0.1885540634393692,21,43-4121,"Library Assistants, Clerical",
31-9094.00,0.17557838559150696,0.3028166890144348,0.213826984167099,46,31-9094,Medical Transcriptionists,
49-2011.00,0.17542436718940735,0.3092636466026306,0.2736024260520935,44,49-2011,"Computer, Automated Teller, and Office Machine Repairers",
43-4181.00,0.1753654181957245,0.31505733728408813,0.2302670031785965,20,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,
27-2012.05,0.17531056702136993,0.29253584146499634,0.21255508065223694,38,27-2012,Media Technical Directors/Managers,
43-4111.00,0.17517925798892975,0.3403801918029785,0.21369469165802002,24,43-4111,"Interviewers, Except Eligibility and Loan",
47-1011.00,0.1750553399324417,0.29575538635253906,0.26580074429512024,24,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,
29-1041.00,0.17503155767917633,0.28769057989120483,0.18758085370063782,27,29-1041,Optometrists,
47-5022.00,0.17499954998493195,0.3107944130897522,0.35521838068962097,12,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",
13-2071.00,0.17491856217384338,0.33057576417922974,0.20140095055103302,23,13-2071,Credit Counselors,
29-9092.00,0.17490790784358978,0.2950291633605957,0.18081730604171753,25,29-9092,Genetic Counselors,
51-1011.00,0.1748618632555008,0.35585737228393555,0.3967377841472626,57,51-1011,First-Line Supervisors of Production and Operating Workers,
13-1199.07,0.17458446323871613,0.35292738676071167,0.2702789604663849,54,13-1199,Security Management Specialists,
43-4061.00,0.17457087337970734,0.31247013807296753,0.1775335669517517,18,43-4061,"Eligibility Interviewers, Government Programs",
31-9093.00,0.17448899149894714,0.29678553342819214,0.2755819857120514,19,31-9093,Medical Equipment Preparers,
41-4011.07,0.17445819079875946,0.28980040550231934,0.24294355511665344,18,41-4011,Solar Sales Representatives and Assessors,
53-7065.00,0.17428787052631378,0.3414365351200104,0.3401760160923004,20,53-7065,Stockers and Order Fillers,
35-2012.00,0.17425405979156494,0.28319716453552246,0.18857398629188538,9,35-2012,"Cooks, Institution and Cafeteria",
47-1011.03,0.17400717735290527,0.31906893849372864,0.2894412577152252,30,47-1011,Solar Energy Installation Managers,
11-9041.01,0.17400386929512024,0.3376482129096985,0.2758038640022278,32,11-9041,Biofuels/Biodiesel Technology and Product Development Managers,
17-2072.00,0.1738145649433136,0.3161374032497406,0.34465688467025757,52,17-2072,"Electronics Engineers, Except Computer",
11-3051.01,0.17375147342681885,0.36195260286331177,0.4890904426574707,51,11-3051,Quality Control Systems Managers,
25-1062.00,0.17375044524669647,0.35240983963012695,0.2298494279384613,24,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",
25-1111.00,0.17375044524669647,0.3532862961292267,0.2257167100906372,22,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",
25-1031.00,0.17375043034553528,0.3534143567085266,0.26542162895202637,38,25-1031,"Architecture Teachers, Postsecondary",
25-2032.00,0.17375043034553528,0.35240983963012695,0.2413230836391449,23,25-2032,"Career/Technical Education Teachers, Secondary School",
29-1229.01,0.173613041639328,0.3155650496482849,0.21730129420757294,39,29-1229,Allergists and Immunologists,
29-1122.01,0.17349588871002197,0.3369179368019104,0.2253563106060028,27,29-1122,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",
19-4051.02,0.1733279526233673,0.2979675233364105,0.3323497474193573,18,19-4051,Nuclear Monitoring Technicians,
29-1213.00,0.1733245849609375,0.2775963246822357,0.1995302438735962,32,29-1213,Dermatologists,
33-2011.00,0.1733008623123169,0.31658825278282166,0.21426591277122498,17,33-2011,Firefighters,
11-3061.00,0.173264741897583,0.37335366010665894,0.3085864186286926,37,11-3061,Purchasing Managers,
29-1221.00,0.17326177656650543,0.2852955460548401,0.17758144438266754,20,29-1221,"Pediatricians, General",
25-9021.00,0.17318463325500488,0.32184523344039917,0.21733132004737854,17,25-9021,Farm and Home Management Educators,
19-2041.02,0.17318463325500488,0.31767821311950684,0.24439206719398499,27,19-2041,Environmental Restoration Planners,
41-1012.00,0.17315903306007385,0.35401883721351624,0.2508864998817444,29,41-1012,First-Line Supervisors of Non-Retail Sales Workers,
11-9031.00,0.17308196425437927,0.3615610599517822,0.23701877892017365,34,11-9031,"Education and Childcare Administrators, Preschool and Daycare",
13-1041.06,0.1730419099330902,0.3044787049293518,0.21848151087760925,31,13-1041,Coroners,
25-2055.00,0.17303617298603058,0.3219049572944641,0.19547532498836517,22,25-2055,"Special Education Teachers, Kindergarten",
25-2056.00,0.17303617298603058,0.3219049870967865,0.19547533988952637,22,25-2056,"Special Education Teachers, Elementary School",
19-4044.00,0.17280592024326324,0.2811090648174286,0.14766725897789001,21,19-4044,Hydrologic Technicians,
19-4031.00,0.1727786809206009,0.3256399929523468,0.2071179449558258,20,19-4031,Chemical Technicians,
27-3091.00,0.1723742038011551,0.2682937979698181,0.18363681435585022,28,27-3091,Interpreters and Translators,
47-4099.03,0.17234393954277039,0.3159462809562683,0.199520081281662,15,47-4099,Weatherization Installers and Technicians,
47-4011.00,0.1722716987133026,0.3229147791862488,0.344449520111084,33,47-4011,Construction and Building Inspectors,
43-4031.00,0.17215487360954285,0.28518277406692505,0.18109717965126038,19,43-4031,"Court, Municipal, and License Clerks",
17-3029.01,0.1719914972782135,0.3493974804878235,0.33077991008758545,21,17-3029,Non-Destructive Testing Specialists,
19-1032.00,0.17195643484592438,0.31063681840896606,0.24459867179393768,22,19-1032,Foresters,
27-2041.00,0.17184920608997345,0.26369020342826843,0.16941192746162415,86,27-2041,Music Directors and Composers,
43-6013.00,0.17172345519065857,0.30625995993614197,0.21089330315589905,52,43-6013,Medical Secretaries and Administrative Assistants,
25-4031.00,0.17170028388500214,0.2829201817512512,0.18166150152683258,30,25-4031,Library Technicians,
45-3031.00,0.17168521881103516,0.28653717041015625,0.1874620020389557,13,45-3031,Fishing and Hunting Workers,
27-1022.00,0.17162752151489258,0.29311174154281616,0.2648216187953949,29,27-1022,Fashion Designers,
43-9031.00,0.17161691188812256,0.3149072527885437,0.2297777235507965,95,43-9031,Desktop Publishers,
19-4099.01,0.17156167328357697,0.36283212900161743,0.26509028673171997,52,19-4099,Quality Control Analysts,
29-1141.03,0.17153842747211456,0.29003119468688965,0.20082338154315948,27,29-1141,Critical Care Nurses,
29-2012.00,0.17139239609241486,0.3415071666240692,0.23855555057525635,33,29-2012,Medical and Clinical Laboratory Technicians,
51-8011.00,0.1713893711566925,0.3509809970855713,0.267190158367157,12,51-8011,Nuclear Power Reactor Operators,
25-9042.00,0.17121684551239014,0.3523222804069519,0.2083924561738968,30,25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",
25-9043.00,0.17121681571006775,0.3523222804069519,0.20839247107505798,31,25-9043,"Teaching Assistants, Special Education",
53-2022.00,0.17117074131965637,0.36054763197898865,0.25838539004325867,24,53-2022,Airfield Operations Specialists,
51-4122.00,0.17107635736465454,0.3278210759162903,0.2572634816169739,13,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",
51-4081.00,0.17107635736465454,0.3278210759162903,0.22015580534934998,11,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",
51-9111.00,0.17107635736465454,0.3278210759162903,0.2204148769378662,11,51-9111,Packaging and Filling Machine Operators and Tenders,
51-9023.00,0.17107634246349335,0.3278210759162903,0.20223884284496307,11,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",
33-2022.00,0.17102749645709991,0.33347880840301514,0.20361658930778503,28,33-2022,Forest Fire Inspectors and Prevention Specialists,
13-1021.00,0.17096123099327087,0.34506669640541077,0.25832676887512207,23,13-1021,"Buyers and Purchasing Agents, Farm Products",
53-5021.00,0.1704826056957245,0.2754257619380951,0.24946188926696777,18,53-5021,"Captains, Mates, and Pilots of Water Vessels",
15-1231.00,0.17037522792816162,0.3537605106830597,0.37372010946273804,145,15-1231,Computer Network Support Specialists,
43-9081.00,0.1701858937740326,0.30902156233787537,0.227443665266037,38,43-9081,Proofreaders and Copy Markers,
51-9081.00,0.16999772191047668,0.31507834792137146,0.3415687382221222,29,51-9081,Dental Laboratory Technicians,
19-4092.00,0.16979987919330597,0.33513087034225464,0.2629890441894531,33,19-4092,Forensic Science Technicians,
29-2032.00,0.16978375613689423,0.29126930236816406,0.16412997245788574,11,29-2032,Diagnostic Medical Sonographers,
51-2011.00,0.16975101828575134,0.3289645314216614,0.26394376158714294,10,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",
51-2041.00,0.16975101828575134,0.2946135997772217,0.24151591956615448,10,51-2041,Structural Metal Fabricators and Fitters,
51-2092.00,0.16975101828575134,0.3232542872428894,0.2339181900024414,11,51-2092,Team Assemblers,
17-2051.01,0.16974985599517822,0.3008389472961426,0.3022523820400238,32,17-2051,Transportation Engineers,
25-3031.00,0.16968488693237305,0.32133281230926514,0.1767854392528534,14,25-3031,"Substitute Teachers, Short-Term",
29-1123.00,0.16940928995609283,0.2772967219352722,0.18739266693592072,20,29-1123,Physical Therapists,
27-2031.00,0.16909973323345184,0.23139739036560059,0.0968155786395073,12,27-2031,Dancers,
43-5111.00,0.16907848417758942,0.37300196290016174,0.3350318968296051,22,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",
11-3071.04,0.16900891065597534,0.3737107217311859,0.3786192536354065,59,11-3071,Supply Chain Managers,
29-1124.00,0.1689857691526413,0.27627435326576233,0.18575751781463623,20,29-1124,Radiation Therapists,
29-1224.00,0.1688496321439743,0.2962118089199066,0.20414742827415466,57,29-1224,Radiologists,
43-3061.00,0.16884732246398926,0.3692435622215271,0.26813212037086487,23,43-3061,Procurement Clerks,
13-1199.04,0.1687215119600296,0.3600749969482422,0.24294725060462952,38,13-1199,Business Continuity Planners,
49-9043.00,0.16867239773273468,0.32164108753204346,0.24571514129638672,14,49-9043,"Maintenance Workers, Machinery",
17-3029.08,0.16862228512763977,0.3482212722301483,0.2981932461261749,22,17-3029,Photonics Technicians,
27-4032.00,0.16842754185199738,0.2609022259712219,0.18533369898796082,37,27-4032,Film and Video Editors,
29-1229.03,0.168128103017807,0.28490227460861206,0.19406338036060333,32,29-1229,Urologists,
29-1217.00,0.168128103017807,0.28490227460861206,0.19675882160663605,29,29-1217,Neurologists,
29-1229.06,0.168128103017807,0.2849022448062897,0.19406336545944214,33,29-1229,Sports Medicine Physicians,
17-3012.00,0.16812026500701904,0.35319146513938904,0.4268154203891754,77,17-3012,Electrical and Electronics Drafters,
39-9031.00,0.1680612862110138,0.3299782872200012,0.21677422523498535,22,39-9031,Exercise Trainers and Group Fitness Instructors,
29-1071.00,0.16796717047691345,0.2878446578979492,0.21005180478096008,19,29-1071,Physician Assistants,
49-9051.00,0.1678304225206375,0.2946068346500397,0.2608049511909485,13,49-9051,Electrical Power-Line Installers and Repairers,
17-2021.00,0.1676911860704422,0.3343956470489502,0.36792320013046265,24,17-2021,Agricultural Engineers,
53-6051.01,0.1676911860704422,0.35113176703453064,0.34592485427856445,17,53-6051,Aviation Inspectors,
49-9012.00,0.1675996333360672,0.3356812596321106,0.4265654683113098,24,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",
29-1071.01,0.16756495833396912,0.2904456555843353,0.22808098793029785,30,29-1071,Anesthesiologist Assistants,
21-2021.00,0.16742706298828125,0.2827020287513733,0.1679973602294922,19,21-2021,"Directors, Religious Activities and Education",
41-2031.00,0.1672552078962326,0.32442909479141235,0.29618802666664124,79,41-2031,Retail Salespersons,
27-1021.00,0.16723570227622986,0.31490370631217957,0.3709467351436615,62,27-1021,Commercial and Industrial Designers,
53-6032.00,0.1671665459871292,0.3364805579185486,0.3134393095970154,12,53-6032,Aircraft Service Attendants,
25-4013.00,0.16705889999866486,0.27584123611450195,0.21361641585826874,18,25-4013,Museum Technicians and Conservators,
29-2091.00,0.16698797047138214,0.2845519185066223,0.30917614698410034,27,29-2091,Orthotists and Prosthetists,
51-3011.00,0.16697676479816437,0.3378583788871765,0.2516244947910309,23,51-3011,Bakers,
13-1081.00,0.16691158711910248,0.36977383494377136,0.3176867365837097,29,13-1081,Logisticians,
43-4171.00,0.16678473353385925,0.3326552212238312,0.2685295045375824,41,43-4171,Receptionists and Information Clerks,
29-2011.02,0.16676567494869232,0.30603206157684326,0.25604766607284546,39,29-2011,Cytotechnologists,
45-4011.00,0.16672265529632568,0.2851778268814087,0.19000187516212463,16,45-4011,Forest and Conservation Workers,
11-9199.08,0.16654153168201447,0.33263134956359863,0.2565115988254547,24,11-9199,Loss Prevention Managers,
29-2081.00,0.16652116179466248,0.2942470610141754,0.2328789234161377,18,29-2081,"Opticians, Dispensing",
29-1011.00,0.16650328040122986,0.27250680327415466,0.2141232043504715,34,29-1011,Chiropractors,
29-1241.00,0.16628189384937286,0.2849022448062897,0.1962919682264328,27,29-1241,"Ophthalmologists, Except Pediatric",
51-4041.00,0.16626110672950745,0.3471921384334564,0.4605475068092346,35,51-4041,Machinists,
29-1021.00,0.16625866293907166,0.28421592712402344,0.2089458405971527,42,29-1021,"Dentists, General",
39-9011.00,0.16624878346920013,0.29346102476119995,0.15297871828079224,10,39-9011,Childcare Workers,
41-9011.00,0.16624143719673157,0.2894679009914398,0.1741560399532318,15,41-9011,Demonstrators and Product Promoters,
47-2071.00,0.16624143719673157,0.2947084903717041,0.27165937423706055,11,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",
43-5011.00,0.16624143719673157,0.31587594747543335,0.23765650391578674,19,43-5011,Cargo and Freight Agents,
51-9012.00,0.16624142229557037,0.3096216320991516,0.17991311848163605,9,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",
51-4121.00,0.1661786139011383,0.2981123626232147,0.23170962929725647,13,51-4121,"Welders, Cutters, Solderers, and Brazers",
29-1223.00,0.1658860743045807,0.278742253780365,0.22198577225208282,31,29-1223,Psychiatrists,
13-1131.00,0.16588041186332703,0.2983536422252655,0.23008108139038086,27,13-1131,Fundraisers,
11-9179.01,0.16569119691848755,0.28217393159866333,0.18133798241615295,16,11-9179,Fitness and Wellness Coordinators,
51-9162.00,0.1654590517282486,0.3280981183052063,0.4531111717224121,81,51-9162,Computer Numerically Controlled Tool Programmers,
29-1229.02,0.1654311716556549,0.28175073862075806,0.16262321174144745,18,29-1229,Hospitalists,
23-2093.00,0.16535663604736328,0.3074081838130951,0.23506274819374084,27,23-2093,"Title Examiners, Abstractors, and Searchers",
13-1041.04,0.1651102602481842,0.31095048785209656,0.3723768889904022,35,13-1041,Government Property Inspectors and Investigators,
47-5071.00,0.16464290022850037,0.32106897234916687,0.29509085416793823,20,47-5071,"Roustabouts, Oil and Gas",
43-5032.00,0.16463038325309753,0.36038702726364136,0.31585389375686646,35,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",
13-2082.00,0.1646035611629486,0.3233999013900757,0.24869641661643982,42,13-2082,Tax Preparers,
47-4051.00,0.1645706743001938,0.2867024838924408,0.15978583693504333,9,47-4051,Highway Maintenance Workers,
25-2021.00,0.16437816619873047,0.33474117517471313,0.20393268764019012,30,25-2021,"Elementary School Teachers, Except Special Education",
27-4021.00,0.16425424814224243,0.31123802065849304,0.20541200041770935,35,27-4021,Photographers,
33-9011.00,0.1642264425754547,0.3124192953109741,0.22941946983337402,22,33-9011,Animal Control Workers,
29-2011.00,0.1642177402973175,0.3021884858608246,0.22960126399993896,26,29-2011,Medical and Clinical Laboratory Technologists,
53-7062.00,0.16413508355617523,0.32639068365097046,0.39297738671302795,21,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",
29-2099.01,0.16400839388370514,0.2748858332633972,0.20347997546195984,20,29-2099,Neurodiagnostic Technologists,
49-9098.00,0.16393104195594788,0.3303626775741577,0.3114960789680481,15,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",
49-9021.00,0.16393104195594788,0.33393993973731995,0.45154404640197754,30,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",
47-4041.00,0.16393104195594788,0.32180091738700867,0.2743530869483948,15,47-4041,Hazardous Materials Removal Workers,
49-9099.01,0.16387304663658142,0.29011252522468567,0.25476089119911194,13,49-9099,Geothermal Technicians,
25-3021.00,0.16381782293319702,0.32923293113708496,0.19421520829200745,22,25-3021,Self-Enrichment Teachers,
25-2011.00,0.16378502547740936,0.3290401101112366,0.2023739516735077,20,25-2011,"Preschool Teachers, Except Special Education",
43-4151.00,0.1634019911289215,0.35647299885749817,0.3199039399623871,23,43-4151,Order Clerks,
17-1012.00,0.16334322094917297,0.27243465185165405,0.27036184072494507,28,17-1012,Landscape Architects,
17-3011.00,0.16334320604801178,0.3321141004562378,0.3077576160430908,81,17-3011,Architectural and Civil Drafters,
17-3021.00,0.16323046386241913,0.3407307267189026,0.3549957573413849,43,17-3021,Aerospace Engineering and Operations Technologists and Technicians,
27-4031.00,0.1629781723022461,0.2727404534816742,0.16453225910663605,23,27-4031,"Camera Operators, Television, Video, and Film",
39-5091.00,0.16281457245349884,0.27518579363822937,0.159380242228508,21,39-5091,"Makeup Artists, Theatrical and Performance",
53-1044.00,0.16279716789722443,0.3075404167175293,0.23513177037239075,17,53-1044,First-Line Supervisors of Passenger Attendants,
51-9021.00,0.1627684384584427,0.30716678500175476,0.17991311848163605,7,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",
31-9095.00,0.16243141889572144,0.2867024838924408,0.15978583693504333,9,31-9095,Pharmacy Aides,
49-3023.00,0.1624041497707367,0.3565897047519684,0.3391661047935486,35,49-3023,Automotive Service Technicians and Mechanics,
13-1032.00,0.162332221865654,0.3398590683937073,0.22649911046028137,21,13-1032,"Insurance Appraisers, Auto Damage",
39-9041.00,0.16206622123718262,0.3028671145439148,0.17395257949829102,12,39-9041,Residential Advisors,
