onet_soc_code,ai_exposure,ai_sim_raw,automation_sim_raw,n_rows_used,soc_2018,title,text_len
43-3041.00,0.1619325578212738,0.2713114321231842,0.12409242242574692,7,43-3041,Gambling Cage Workers,
29-1023.00,0.1619240939617157,0.2992662787437439,0.1611296832561493,27,29-1023,Orthodontists,
27-3011.00,0.16191327571868896,0.33900323510169983,0.20247527956962585,18,27-3011,Broadcast Announcers and Radio Disc Jockeys,
31-9097.00,0.1618981659412384,0.2623745799064636,0.17846105992794037,14,31-9097,Phlebotomists,
49-2096.00,0.16183945536613464,0.3030915856361389,0.19507397711277008,12,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",
23-1023.00,0.16183055937290192,0.2781078815460205,0.17094096541404724,17,23-1023,"Judges, Magistrate Judges, and Magistrates",
23-1021.00,0.16183054447174072,0.298599511384964,0.18851006031036377,18,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",
17-2072.01,0.16171520948410034,0.32422637939453125,0.2518138289451599,52,17-2072,Radio Frequency Identification Device Specialists,
47-2082.00,0.16170421242713928,0.3290816843509674,0.2159297913312912,8,47-2082,Tapers,
25-2057.00,0.16146336495876312,0.33097246289253235,0.1966252624988556,24,25-2057,"Special Education Teachers, Middle School",
21-1094.00,0.1613123118877411,0.25686782598495483,0.14481337368488312,14,21-1094,Community Health Workers,
39-2011.00,0.16126969456672668,0.3218782842159271,0.22844187915325165,17,39-2011,Animal Trainers,
27-2042.00,0.1611739695072174,0.32082226872444153,0.19656012952327728,23,27-2042,Musicians and Singers,
41-9021.00,0.16107599437236786,0.301023006439209,0.22247692942619324,34,41-9021,Real Estate Brokers,
29-1129.01,0.1608981341123581,0.2887130677700043,0.18542224168777466,19,29-1129,Art Therapists,
43-3071.00,0.16087409853935242,0.317055881023407,0.20480374991893768,19,43-3071,Tellers,
47-5032.00,0.16081185638904572,0.2782888114452362,0.17608588933944702,11,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",
33-1012.00,0.1608010083436966,0.30156272649765015,0.252818763256073,24,33-1012,First-Line Supervisors of Police and Detectives,
35-2014.00,0.160798579454422,0.3007251024246216,0.2513417601585388,10,35-2014,"Cooks, Restaurant",
29-1299.02,0.16070255637168884,0.28951889276504517,0.1799747198820114,12,29-1299,Orthoptists,
43-9022.00,0.1606726497411728,0.307400643825531,0.24336376786231995,21,43-9022,Word Processors and Typists,
53-2011.00,0.16066476702690125,0.31257638335227966,0.23745623230934143,25,53-2011,"Airline Pilots, Copilots, and Flight Engineers",
27-2021.00,0.1606457382440567,0.2808358669281006,0.1489688903093338,12,27-2021,Athletes and Sports Competitors,
29-2012.01,0.16057637333869934,0.2713114321231842,0.2314123809337616,12,29-2012,Histology Technicians,
29-2011.04,0.16057635843753815,0.2713114321231842,0.23141241073608398,12,29-2011,Histotechnologists,
41-3091.00,0.16051700711250305,0.3221166729927063,0.22091245651245117,14,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",
35-2021.00,0.16043369472026825,0.33325958251953125,0.20813032984733582,15,35-2021,Food Preparation Workers,
17-3013.00,0.1604219675064087,0.3254970610141754,0.34758540987968445,43,17-3013,Mechanical Drafters,
53-3011.00,0.1603100299835205,0.2911040782928467,0.19390051066875458,8,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",
33-9021.00,0.16020390391349792,0.27735286951065063,0.16125646233558655,14,33-9021,Private Detectives and Investigators,
25-2051.00,0.16018255054950714,0.29221731424331665,0.17000845074653625,13,25-2051,"Special Education Teachers, Preschool",
21-1092.00,0.16009627282619476,0.30528324842453003,0.2113945037126541,19,21-1092,Probation Officers and Correctional Treatment Specialists,
23-1022.00,0.16008901596069336,0.32166916131973267,0.21317069232463837,14,23-1022,"Arbitrators, Mediators, and Conciliators",
53-1043.00,0.16008901596069336,0.3340432643890381,0.36120447516441345,35,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,
11-9171.00,0.16008201241493225,0.3150046467781067,0.20338134467601776,17,11-9171,Funeral Home Managers,
39-5092.00,0.15999004244804382,0.27330341935157776,0.1447339504957199,9,39-5092,Manicurists and Pedicurists,
35-9031.00,0.15992851555347443,0.2519376873970032,0.14017820358276367,11,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",
11-3013.01,0.15982024371623993,0.33172088861465454,0.31864267587661743,33,11-3013,Security Managers,
51-9161.00,0.15978951752185822,0.3516790270805359,0.5351933240890503,61,51-9161,Computer Numerically Controlled Tool Operators,
45-2093.00,0.159737691283226,0.28883928060531616,0.21375210583209991,9,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",
47-2141.00,0.159653902053833,0.30501389503479004,0.2071543037891388,14,47-2141,"Painters, Construction and Maintenance",
25-4011.00,0.1596509963274002,0.27931684255599976,0.18106700479984283,32,25-4011,Archivists,
33-3031.00,0.15959808230400085,0.2836052477359772,0.19308988749980927,13,33-3031,Fish and Game Wardens,
29-2099.05,0.1594671905040741,0.298599511384964,0.23342767357826233,19,29-2099,Ophthalmic Medical Technologists,
29-1216.00,0.15943017601966858,0.2717227339744568,0.17446790635585785,26,29-1216,General Internal Medicine Physicians,
29-1215.00,0.15943017601966858,0.2717227041721344,0.17446790635585785,25,29-1215,Family Medicine Physicians,
43-4021.00,0.15938378870487213,0.33195117115974426,0.2216508835554123,17,43-4021,Correspondence Clerks,
21-1013.00,0.15938234329223633,0.2746208608150482,0.18831896781921387,32,21-1013,Marriage and Family Therapists,
37-2021.00,0.15932002663612366,0.28557342290878296,0.21281199157238007,12,37-2021,Pest Control Workers,
11-9199.10,0.1592816263437271,0.306064248085022,0.22939439117908478,13,11-9199,Wind Energy Development Managers,
11-9151.00,0.15920335054397583,0.29513031244277954,0.2035006284713745,22,11-9151,Social and Community Service Managers,
11-9131.00,0.15919752418994904,0.33296194672584534,0.22735515236854553,20,11-9131,Postmasters and Mail Superintendents,
53-5022.00,0.1591903120279312,0.34768280386924744,0.20506040751934052,8,53-5022,Motorboat Operators,
29-1229.04,0.15880000591278076,0.2753187119960785,0.19675880670547485,26,29-1229,Physical Medicine and Rehabilitation Physicians,
49-9094.00,0.1585126370191574,0.2923424243927002,0.25157150626182556,13,49-9094,Locksmiths and Safe Repairers,
51-7042.00,0.15845990180969238,0.298464834690094,0.4120662808418274,26,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",
51-8092.00,0.15839356184005737,0.29901939630508423,0.27087146043777466,12,51-8092,Gas Plant Operators,
31-2022.00,0.15830513834953308,0.27572959661483765,0.16917875409126282,10,31-2022,Physical Therapist Aides,
29-9099.01,0.15822118520736694,0.2935566008090973,0.17506229877471924,13,29-9099,Midwives,
37-3012.00,0.1581522673368454,0.2780303359031677,0.19348114728927612,10,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",
47-2152.04,0.15789766609668732,0.30677589774131775,0.3146499693393707,21,47-2152,Solar Thermal Installers and Technicians,
49-3021.00,0.15771283209323883,0.3076289892196655,0.29338595271110535,18,49-3021,Automotive Body and Related Repairers,
51-5112.00,0.15770377218723297,0.3217615485191345,0.3226155638694763,29,51-5112,Printing Press Operators,
41-9012.00,0.15768954157829285,0.24363954365253448,0.11306864023208618,13,41-9012,Models,
39-9032.00,0.15749768912792206,0.2837578356266022,0.18278424441814423,18,39-9032,Recreation Workers,
33-2021.00,0.15745361149311066,0.295940101146698,0.17122849822044373,13,33-2021,Fire Inspectors and Investigators,
25-2058.00,0.157267764210701,0.28300899267196655,0.17361027002334595,21,25-2058,"Special Education Teachers, Secondary School",
29-1218.00,0.15714256465435028,0.2794777750968933,0.18422004580497742,22,29-1218,Obstetricians and Gynecologists,
29-2052.00,0.1571347862482071,0.279847651720047,0.24952545762062073,22,29-2052,Pharmacy Technicians,
33-3051.00,0.15704472362995148,0.30156272649765015,0.252818763256073,28,33-3051,Police and Sheriff's Patrol Officers,
21-2011.00,0.1570388376712799,0.2680072784423828,0.1367623209953308,12,21-2011,Clergy,
53-2021.00,0.1570376455783844,0.3734360337257385,0.29183611273765564,20,53-2021,Air Traffic Controllers,
25-2012.00,0.1570228934288025,0.2876969575881958,0.15154269337654114,9,25-2012,"Kindergarten Teachers, Except Special Education",
53-6051.00,0.1570107489824295,0.2673109173774719,0.13492825627326965,8,53-6051,Transportation Inspectors,
33-9099.02,0.15698149800300598,0.3023163676261902,0.17085444927215576,15,33-9099,Retail Loss Prevention Specialists,
31-9096.00,0.15692976117134094,0.2723124921321869,0.2141169011592865,13,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,
11-3051.06,0.15678822994232178,0.32450607419013977,0.3651697039604187,20,11-3051,Hydroelectric Production Managers,
51-8013.03,0.15669599175453186,0.2909541726112366,0.27432894706726074,8,51-8013,Biomass Plant Technicians,
11-3051.02,0.15658986568450928,0.2847348749637604,0.16029061377048492,8,11-3051,Geothermal Production Managers,
19-4051.00,0.15650910139083862,0.2987120747566223,0.27284425497055054,15,19-4051,Nuclear Technicians,
39-4031.00,0.15642940998077393,0.3013171851634979,0.20406965911388397,16,39-4031,"Morticians, Undertakers, and Funeral Arrangers",
21-1021.00,0.15640433132648468,0.29105570912361145,0.17822428047657013,10,21-1021,"Child, Family, and School Social Workers",
27-2012.04,0.15628266334533691,0.3135012984275818,0.18485987186431885,19,27-2012,Talent Directors,
13-1041.00,0.15611295402050018,0.2947435975074768,0.2318015992641449,17,13-1041,Compliance Officers,
27-2011.00,0.15610221028327942,0.2792878746986389,0.17829029262065887,20,27-2011,Actors,
51-8012.00,0.15601935982704163,0.33587440848350525,0.5534963607788086,29,51-8012,Power Distributors and Dispatchers,
17-2131.00,0.15598730742931366,0.3304955065250397,0.3257940709590912,38,17-2131,Materials Engineers,
17-2112.03,0.15598730742931366,0.33628958463668823,0.5004493594169617,36,17-2112,Manufacturing Engineers,
31-1121.00,0.15598730742931366,0.31549525260925293,0.2180773764848709,21,31-1121,Home Health Aides,
13-1075.00,0.1558031290769577,0.32473093271255493,0.267890989780426,22,13-1075,Labor Relations Specialists,
33-1011.00,0.15571264922618866,0.27485376596450806,0.18453024327754974,10,33-1011,First-Line Supervisors of Correctional Officers,
27-3043.05,0.15561369061470032,0.26508280634880066,0.21397855877876282,35,27-3043,"Poets, Lyricists and Creative Writers",
47-5081.00,0.15555168688297272,0.28094354271888733,0.1453648805618286,6,47-5081,Helpers--Extraction Workers,
53-1042.01,0.15553128719329834,0.2993544042110443,0.17386102676391602,11,53-1042,Recycling Coordinators,
47-3016.00,0.1555047482252121,0.2992221415042877,0.22483587265014648,12,47-3016,Helpers--Roofers,
47-2031.00,0.1554805338382721,0.3154606223106384,0.2782716155052185,17,47-2031,Carpenters,
33-3052.00,0.1553739756345749,0.275179922580719,0.17717775702476501,14,33-3052,Transit and Railroad Police,
43-5011.01,0.15535101294517517,0.3365779519081116,0.37925127148628235,25,43-5011,Freight Forwarders,
11-9081.00,0.15535101294517517,0.3053334951400757,0.2739984393119812,29,11-9081,Lodging Managers,
51-4191.00,0.15534766018390656,0.3037451505661011,0.16926613450050354,6,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",
45-4023.00,0.15534766018390656,0.3122321367263794,0.24626579880714417,13,45-4023,Log Graders and Scalers,
53-5031.00,0.15534766018390656,0.3444114029407501,0.3360040783882141,22,53-5031,Ship Engineers,
53-1042.00,0.15534766018390656,0.31973716616630554,0.3269557058811188,17,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",
51-9198.00,0.15534766018390656,0.31028467416763306,0.21162156760692596,12,51-9198,Helpers--Production Workers,
51-9041.00,0.15534766018390656,0.3185364603996277,0.22634203732013702,8,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",
25-2059.01,0.15523183345794678,0.28572189807891846,0.16197337210178375,11,25-2059,Adapted Physical Education Specialists,
29-1126.00,0.15504337847232819,0.2651880979537964,0.1785125881433487,11,29-1126,Respiratory Therapists,
39-3091.00,0.15504337847232819,0.2651880979537964,0.13722634315490723,10,39-3091,Amusement and Recreation Attendants,
39-6012.00,0.15502861142158508,0.28019222617149353,0.1577172577381134,13,39-6012,Concierges,
27-1025.00,0.1549503058195114,0.2795030176639557,0.2700999081134796,30,27-1025,Interior Designers,
53-5011.00,0.1549317091703415,0.28867772221565247,0.22272630035877228,12,53-5011,Sailors and Marine Oilers,
33-1091.00,0.15488672256469727,0.302041232585907,0.18841750919818878,11,33-1091,First-Line Supervisors of Security Workers,
49-2092.00,0.1548641175031662,0.3088732063770294,0.2571858763694763,12,49-2092,"Electric Motor, Power Tool, and Related Repairers",
51-8013.00,0.1547364443540573,0.3089078366756439,0.5321018099784851,27,51-8013,Power Plant Operators,
29-1131.00,0.1545986533164978,0.2661873996257782,0.19715829193592072,20,29-1131,Veterinarians,
51-9151.00,0.1545810103416443,0.29948320984840393,0.17849841713905334,25,51-9151,Photographic Process Workers and Processing Machine Operators,
31-9011.00,0.15437869727611542,0.2769869863986969,0.17183449864387512,10,31-9011,Massage Therapists,
29-1181.00,0.15427567064762115,0.26642441749572754,0.21456512808799744,29,29-1181,Audiologists,
31-1131.00,0.15420345962047577,0.2863197326660156,0.17258737981319427,18,31-1131,Nursing Assistants,
29-1171.00,0.15420344471931458,0.2742752432823181,0.20170068740844727,30,29-1171,Nurse Practitioners,
35-2013.00,0.15418724715709686,0.2890165448188782,0.1876240074634552,10,35-2013,"Cooks, Private Household",
47-2161.00,0.15409499406814575,0.32088977098464966,0.2818872928619385,19,47-2161,Plasterers and Stucco Masons,
17-3026.01,0.15409168601036072,0.28574705123901367,0.1844053566455841,11,17-3026,Nanotechnology Engineering Technologists and Technicians,
33-3012.00,0.15404191613197327,0.28115034103393555,0.21877989172935486,14,33-3012,Correctional Officers and Jailers,
49-2022.00,0.15392808616161346,0.3136257529258728,0.30926576256752014,17,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",
39-1022.00,0.15386053919792175,0.26513615250587463,0.20825734734535217,10,39-1022,First-Line Supervisors of Personal Service Workers,
39-1014.00,0.15386053919792175,0.26513615250587463,0.20825734734535217,10,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",
29-1292.00,0.15374605357646942,0.28003692626953125,0.20992687344551086,19,29-1292,Dental Hygienists,
49-9071.00,0.1536722183227539,0.31956246495246887,0.3928191661834717,36,49-9071,"Maintenance and Repair Workers, General",
51-5111.00,0.1533517837524414,0.25711750984191895,0.16202589869499207,27,51-5111,Prepress Technicians and Workers,
31-1122.00,0.15296082198619843,0.2904497981071472,0.17690780758857727,10,31-1122,Personal Care Aides,
35-3023.00,0.15283825993537903,0.28030017018318176,0.20091001689434052,17,35-3023,Fast Food and Counter Workers,
51-8031.00,0.1528135985136032,0.3267185389995575,0.40356045961380005,18,51-8031,Water and Wastewater Treatment Plant and System Operators,
43-5031.00,0.15274137258529663,0.3090425133705139,0.2438753843307495,18,43-5031,Public Safety Telecommunicators,
39-5012.00,0.15261948108673096,0.26705414056777954,0.1725100427865982,10,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",
19-5011.00,0.15255656838417053,0.3257264196872711,0.22696712613105774,24,19-5011,Occupational Health and Safety Specialists,
49-9052.00,0.15254995226860046,0.2907232344150543,0.2439182996749878,15,49-9052,Telecommunications Line Installers and Repairers,
37-1011.00,0.15254993736743927,0.32569217681884766,0.32234376668930054,17,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,
11-1031.00,0.1525275856256485,0.2970023453235626,0.19841626286506653,32,11-1031,Legislators,
51-6031.00,0.1524777114391327,0.2673109173774719,0.13492825627326965,6,51-6031,Sewing Machine Operators,
29-1141.04,0.1524777114391327,0.2837941646575928,0.209991455078125,24,29-1141,Clinical Nurse Specialists,
29-2057.00,0.1524777114391327,0.2673109173774719,0.14786311984062195,14,29-2057,Ophthalmic Medical Technicians,
51-5113.00,0.1524777114391327,0.2971566319465637,0.2347090244293213,11,51-5113,Print Binding and Finishing Workers,
29-1125.00,0.1524777114391327,0.2673109173774719,0.15341012179851532,14,29-1125,Recreational Therapists,
29-1128.00,0.1524777114391327,0.2673109173774719,0.13492825627326965,8,29-1128,Exercise Physiologists,
27-2023.00,0.1524777114391327,0.2827020287513733,0.16763612627983093,11,27-2023,"Umpires, Referees, and Other Sports Officials",
19-1031.03,0.1524777114391327,0.27780333161354065,0.17282164096832275,15,19-1031,Park Naturalists,
43-9051.00,0.1524777114391327,0.2807167172431946,0.18640272319316864,14,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",
27-4011.00,0.15247496962547302,0.2759931683540344,0.2033519297838211,25,27-4011,Audio and Video Technicians,
21-1091.00,0.15247496962547302,0.3010713458061218,0.21296529471874237,23,21-1091,Health Education Specialists,
29-1161.00,0.1523168832063675,0.2674499750137329,0.1874479055404663,23,29-1161,Nurse Midwives,
53-3053.00,0.1521608978509903,0.26669201254844666,0.1456526219844818,18,53-3053,Shuttle Drivers and Chauffeurs,
47-2051.00,0.15198877453804016,0.32995715737342834,0.2260708063840866,10,47-2051,Cement Masons and Concrete Finishers,
53-6011.00,0.15183806419372559,0.30803653597831726,0.19392070174217224,9,53-6011,Bridge and Lock Tenders,
43-4071.00,0.1518377810716629,0.2818763852119446,0.18032538890838623,15,43-4071,File Clerks,
31-2012.00,0.15181967616081238,0.26841968297958374,0.1721373051404953,11,31-2012,Occupational Therapy Aides,
39-2021.00,0.15160711109638214,0.27079251408576965,0.17881178855895996,17,39-2021,Animal Caretakers,
51-4021.00,0.15148098766803741,0.3092067837715149,0.18429072201251984,8,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",
43-5041.00,0.15134182572364807,0.2821595072746277,0.28874725103378296,14,43-5041,"Meter Readers, Utilities",
13-1041.08,0.15133462846279144,0.33271485567092896,0.28957903385162354,18,13-1041,Customs Brokers,
53-2031.00,0.15118595957756042,0.2749149799346924,0.16450604796409607,12,53-2031,Flight Attendants,
51-9082.00,0.15110242366790771,0.26597610116004944,0.289446085691452,12,51-9082,Medical Appliance Technicians,
39-7011.00,0.15098881721496582,0.2894340455532074,0.23314198851585388,22,39-7011,Tour Guides and Escorts,
33-3041.00,0.15092481672763824,0.2840776741504669,0.18064086139202118,14,33-3041,Parking Enforcement Workers,
49-9062.00,0.15087918937206268,0.2880210280418396,0.2886018753051758,13,49-9062,Medical Equipment Repairers,
47-4021.00,0.1508212387561798,0.28021693229675293,0.22147516906261444,8,47-4021,Elevator and Escalator Installers and Repairers,
37-2011.00,0.1507730484008789,0.256136953830719,0.14381061494350433,7,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",
31-9099.02,0.15065708756446838,0.2629445195198059,0.14137859642505646,8,31-9099,Endoscopy Technicians,
49-2093.00,0.1501905918121338,0.25957316160202026,0.22100725769996643,18,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",
27-1027.00,0.1501905769109726,0.261629581451416,0.2741621136665344,31,27-1027,Set and Exhibit Designers,
49-9081.00,0.150167316198349,0.30837616324424744,0.46533116698265076,17,49-9081,Wind Turbine Service Technicians,
49-9041.00,0.150167316198349,0.31520530581474304,0.5059863328933716,16,49-9041,Industrial Machinery Mechanics,
11-9199.09,0.150167316198349,0.2995164394378662,0.4179137647151947,24,11-9199,Wind Energy Operations Managers,
41-2022.00,0.150167316198349,0.29463014006614685,0.3154190480709076,13,41-2022,Parts Salespersons,
13-1074.00,0.150167316198349,0.28988534212112427,0.19340404868125916,13,13-1074,Farm Labor Contractors,
51-9197.00,0.150167316198349,0.29232504963874817,0.26154959201812744,11,51-9197,Tire Builders,
39-3021.00,0.15014879405498505,0.2806928753852844,0.19677387177944183,12,39-3021,Motion Picture Projectionists,
29-2092.00,0.15000808238983154,0.24481482803821564,0.1127338632941246,7,29-2092,Hearing Aid Specialists,
47-2151.00,0.149897038936615,0.2812855839729309,0.1313885599374771,4,47-2151,Pipelayers,
27-2032.00,0.14980217814445496,0.27701336145401,0.18713133037090302,14,27-2032,Choreographers,
29-1211.00,0.14978095889091492,0.2649140954017639,0.14899815618991852,18,29-1211,Anesthesiologists,
11-3051.03,0.1497063934803009,0.2852610945701599,0.3906539976596832,13,11-3051,Biofuels Production Managers,
11-9071.00,0.1497063934803009,0.2679583430290222,0.1425689458847046,8,11-9071,Gambling Managers,
41-9041.00,0.14965464174747467,0.2742278575897217,0.2711639702320099,15,41-9041,Telemarketers,
49-3031.00,0.14964982867240906,0.33456164598464966,0.3555578887462616,18,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,
47-3012.00,0.14952737092971802,0.3225288987159729,0.2817680537700653,22,47-3012,Helpers--Carpenters,
51-9191.00,0.14942532777786255,0.2986423969268799,0.1634797602891922,6,51-9191,Adhesive Bonding Machine Operators and Tenders,
51-6093.00,0.14942502975463867,0.2819192409515381,0.19463205337524414,9,51-6093,Upholsterers,
27-4012.00,0.14938874542713165,0.277352899312973,0.21953515708446503,24,27-4012,Broadcast Technicians,
31-1133.00,0.14938871562480927,0.2673109173774719,0.1361817717552185,8,31-1133,Psychiatric Aides,
29-2035.00,0.14931617677211761,0.2563138008117676,0.18329456448554993,12,29-2035,Magnetic Resonance Imaging Technologists,
51-3091.00,0.14915163815021515,0.2791292667388916,0.12997764348983765,2,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",
17-3027.01,0.1489698886871338,0.3386484980583191,0.3118874132633209,13,17-3027,Automotive Engineering Technicians,
47-2231.00,0.14894798398017883,0.2796913683414459,0.2169550359249115,10,47-2231,Solar Photovoltaic Installers,
51-3023.00,0.14876127243041992,0.2981538772583008,0.2957167625427246,9,51-3023,Slaughterers and Meat Packers,
39-3092.00,0.14866772294044495,0.2645455002784729,0.18771517276763916,7,39-3092,Costume Attendants,
21-1093.00,0.14866772294044495,0.274587482213974,0.17412865161895752,13,21-1093,Social and Human Service Assistants,
29-1141.01,0.1483539640903473,0.2884393334388733,0.21104879677295685,24,29-1141,Acute Care Nurses,
51-4023.00,0.14828813076019287,0.2705756425857544,0.12228749692440033,2,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",
39-1013.00,0.1482410728931427,0.2610364556312561,0.14847774803638458,9,39-1013,First-Line Supervisors of Gambling Services Workers,
53-6031.00,0.1481858193874359,0.25611329078674316,0.19162006676197052,11,53-6031,Automotive and Watercraft Service Attendants,
51-2031.00,0.14810024201869965,0.29905229806900024,0.24083277583122253,8,51-2031,Engine and Other Machine Assemblers,
51-6092.00,0.1480213701725006,0.257730633020401,0.2346246987581253,11,51-6092,Fabric and Apparel Patternmakers,
33-3051.04,0.1479758322238922,0.29895976185798645,0.20168645679950714,12,33-3051,Customs and Border Protection Officers,
49-2098.00,0.14779020845890045,0.26768332719802856,0.23065941035747528,12,49-2098,Security and Fire Alarm Systems Installers,
43-2021.00,0.14779017865657806,0.2789890170097351,0.19075532257556915,11,43-2021,Telephone Operators,
49-9011.00,0.14771798253059387,0.2741551995277405,0.13459764420986176,9,49-9011,Mechanical Door Repairers,
27-1023.00,0.14771798253059387,0.2798389792442322,0.256619393825531,13,27-1023,Floral Designers,
49-9097.00,0.14771798253059387,0.2693595588207245,0.26580315828323364,8,49-9097,Signal and Track Switch Repairers,
45-2092.00,0.14771796762943268,0.26468202471733093,0.19781723618507385,10,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",
49-2094.00,0.14757734537124634,0.2986927628517151,0.33697280287742615,17,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",
33-9031.00,0.14747723937034607,0.27065619826316833,0.15288962423801422,8,33-9031,Gambling Surveillance Officers and Gambling Investigators,
49-9095.00,0.14747153222560883,0.2675754725933075,0.12010395526885986,3,49-9095,Manufactured Building and Mobile Home Installers,
29-2053.00,0.14744055271148682,0.27200931310653687,0.2131665199995041,13,29-2053,Psychiatric Technicians,
29-2033.00,0.14742864668369293,0.24177482724189758,0.14765480160713196,10,29-2033,Nuclear Medicine Technologists,
53-3054.00,0.14727932214736938,0.26669201254844666,0.1456526219844818,15,53-3054,Taxi Drivers,
33-3021.02,0.1472741961479187,0.3000858724117279,0.24510593712329865,26,33-3021,Police Identification and Records Officers,
27-1012.00,0.14719900488853455,0.25800055265426636,0.23635144531726837,12,27-1012,Craft Artists,
29-2055.00,0.1471916139125824,0.2843751907348633,0.18666622042655945,17,29-2055,Surgical Technologists,
51-9141.00,0.14718276262283325,0.3033522367477417,0.30967846512794495,11,51-9141,Semiconductor Processing Technicians,
49-2095.00,0.14714685082435608,0.2661476731300354,0.2776711881160736,11,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",
51-4111.00,0.14707835018634796,0.3022803068161011,0.4300326704978943,32,51-4111,Tool and Die Makers,
43-2011.00,0.14707832038402557,0.2904849648475647,0.2064795047044754,11,43-2011,"Switchboard Operators, Including Answering Service",
51-6061.00,0.14707832038402557,0.280443012714386,0.16044881939888,8,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,
51-9083.00,0.14707832038402557,0.280443012714386,0.186355859041214,8,51-9083,Ophthalmic Laboratory Technicians,
51-9011.00,0.14707832038402557,0.28853753209114075,0.1793687492609024,8,51-9011,Chemical Equipment Operators and Tenders,
43-4081.00,0.14664623141288757,0.3016063868999481,0.23626649379730225,16,43-4081,"Hotel, Motel, and Resort Desk Clerks",
11-3051.04,0.14661738276481628,0.26564544439315796,0.3298037350177765,10,11-3051,Biomass Power Plant Managers,
51-3021.00,0.1464541256427765,0.2625601887702942,0.1362011432647705,6,51-3021,Butchers and Meat Cutters,
39-5094.00,0.14612305164337158,0.2551022171974182,0.1232418417930603,6,39-5094,Skincare Specialists,
49-9091.00,0.14587178826332092,0.27547505497932434,0.1913798749446869,7,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",
53-3031.00,0.14578989148139954,0.2662922441959381,0.24688515067100525,11,53-3031,Driver/Sales Workers,
41-2021.00,0.14557871222496033,0.2751769423484802,0.21707387268543243,10,41-2021,Counter and Rental Clerks,
39-5011.00,0.14556296169757843,0.2609756588935852,0.1419161856174469,11,39-5011,Barbers,
53-6051.07,0.1455429047346115,0.3179999589920044,0.2827761769294739,15,53-6051,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",
29-1299.01,0.14545588195323944,0.23978817462921143,0.15616834163665771,14,29-1299,Naturopathic Physicians,
17-3028.00,0.1451188176870346,0.2829485237598419,0.2727494239807129,16,17-3028,Calibration Technologists and Technicians,
53-4022.00,0.14498421549797058,0.3084980845451355,0.2168601006269455,8,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",
49-2021.00,0.1444862186908722,0.27558425068855286,0.25140810012817383,15,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",
27-4014.00,0.14435206353664398,0.274967759847641,0.2488785684108734,33,27-4014,Sound Engineering Technicians,
49-9031.00,0.14390829205513,0.2624562382698059,0.19075672328472137,12,49-9031,Home Appliance Repairers,
51-4031.00,0.14375662803649902,0.3047676682472229,0.34593620896339417,10,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",
53-7073.00,0.14375662803649902,0.29548880457878113,0.31867507100105286,8,53-7073,Wellhead Pumpers,
51-6091.00,0.14375661313533783,0.3123410940170288,0.3329489231109619,9,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",
53-7064.00,0.1437460333108902,0.29717445373535156,0.23697511851787567,7,53-7064,"Packers and Packagers, Hand",
43-5053.00,0.14363104104995728,0.3158067464828491,0.26209044456481934,17,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",
